fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240507 031644	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.287207373697334	0.802576632582164	1031	100	13188	52287334.3328336	37
20240507 031827	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	56	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.369252575840233	0.654705441388677	924	100	10766	46315013.4932534	38
20240507 032015	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	22	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.336297209686847	0.608510793089497	1487	100	12223	47854118.4407796	39
20240507 032217	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.254876207994971	0.899664569041768	1026	101	13354	52885766.1169415	40
20240507 032435	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0100576354871306	0.899934462596582	477	1589	21614	46072302.8485757	41
20240507 032637	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	24	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.247477880441411	0.89956730350972	1164	100	10320	51698170.9145427	42
20240507 032820	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	18	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.331704099202591	0.757484726447239	589	104	9499	47948457.2713643	43
20240507 033143	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	12	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.101343298206784	0.500226375582604	1755	100	12075	50446724.137931	44
20240507 033333	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0621454028797108	0.500059588211391	1325	2000	17905	49606499.2503748	45
20240507 033542	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	45	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.241023803999255	0.899567784104462	1114	100	9114	51721628.185907	46
20240507 034114	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	54	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0199536917258791	0.89988516197921	1477	100	16149	50077197.9010495	47
20240507 034437	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0100695024232524	0.500165125689581	2045	1195	15695	51549842.5787106	48
20240507 034636	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0734942471890476	0.500121026811718	1386	1062	14657	47641173.9130435	49
20240507 034923	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0103087298955008	0.573462338994045	2027	1989	16579	47693824.5877061	50
20240507 035117	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	22	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.276783392913284	0.899375294457451	1110	100	11428	49958338.8305847	51
20240507 035758	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0102341086335328	0.500133085940747	1938	101	16024	48263592.203898	52
20240507 040028	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.221781762630525	0.500183546240725	2046	100	11865	51184850.0749625	53
20240507 040233	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.243956977353456	0.77625017845872	1237	100	12133	53983248.8755622	54
20240507 040441	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.242813840730397	0.782217564145133	1178	100	9948	55048833.5832084	55
20240507 040708	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.241819783483833	0.783951919481758	1078	101	12318	50039703.1484258	56
20240507 040915	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	28	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.244981168151988	0.756451486777444	1615	100	10312	54124929.5352324	57
20240507 041128	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	31	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.247021537412011	0.748281626800425	1968	100	11100	53051604.197901	58
20240507 041335	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.240825561548561	0.762288098120346	1474	100	12051	55310268.3658171	59
20240507 041604	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	25	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.240825561548561	0.762288098120346	1474	100	12051	55310268.3658171	60
20240507 041809	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	16	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.239536319632296	0.76182164298115	1444	100	11668	52122356.8215892	61
20240507 042058	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	47	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.0100633877111757	0.500097068054562	20	1734	21008	46440767.6161919	62
20240507 042239	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.223443538411385	0.500457138790889	2047	1999	19559	48311005.9970015	63
20240507 042439	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.248706005895144	0.763873182821652	1451	100	13913	42408166.4167916	64
20240507 042652	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.227108021366747	0.899418599681233	1159	100	11336	53032239.88006	65
20240507 042904	1067	301889	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	TRUE	1	0.1	50	0.5	FALSE	100007	0.227108021366747	0.899418599681233	1159	100	11336	53032239.88006	66
