fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240512 202842	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1324	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203191050226481	0.837835801956839	1249	102	11564	62439454.2728636	80
20240512 203805	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1324	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203191050226481	0.837835801956839	1249	102	11564	62439334.3328336	81
20240512 204354	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	575	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200785326612955	0.888988976163182	1238	211	11533	61745167.916042	82
20240512 204904	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	989	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200770800703901	0.500090144857119	1717	1327	13723	60766292.3538231	83
20240512 205139	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	381	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0202624407443064	0.745948880677925	423	102	10551	61956835.0824588	84
20240512 205410	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	268	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0444520581591949	0.507009076539696	460	102	10832	62062200.8995502	85
20240512 205657	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	424	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200751282473878	0.721144434897647	434	102	11777	62293407.796102	86
20240512 210130	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	343	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201132272572964	0.781044311430327	1275	100	11241	62158619.1904048	87
20240512 211016	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1219	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201978377045122	0.782441438244483	1254	100	10768	62627214.3928036	88
20240512 211726	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	872	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0204303985923334	0.787857385774158	1266	100	11811	62501992.5037481	89
20240512 212434	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	872	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0204303985923334	0.787857385774158	1266	100	11811	62501992.5037481	90
20240512 212811	332	457647	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	940	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201030687211615	0.808547473383517	564	2000	12411	62025950.5247376	91
