fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240513 133231	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	322	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0302840651170171	0.512580713339683	508	147	13680	61446656.6716642	1
20240513 135906	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	696	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0236638592677384	0.607334744632099	764	166	13889	61482325.3373313	3
20240513 141455	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	610	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0242123120277185	0.715681687377054	713	155	11300	62157331.3343328	4
20240513 143048	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	348	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0200454035809686	0.476657263907187	394	97	11802	62315019.4902549	7
20240513 153804	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1215	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0217323545352014	0.631452257210521	960	122	12540	62532263.868066	11
20240513 171605	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	779	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216054175460385	0.533367876437145	729	110	11049	62732640.17991	19
20240513 193451	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1265	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216908507781698	0.614428918851067	938	123	10681	62755320.8395802	27
20240513 195749	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1163	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216327209834234	0.567253228955759	877	123	12057	63088790.1049475	28
20240513 204419	512	895720	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	805	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0216311901240581	0.574454461540582	901	104	10813	63186127.4362819	30
