fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240512 193647	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.114489770103193	0.646522436327238	576	1375	10347	61635821.5892054	24
20240512 200032	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1912	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201777962120251	0.513454147898648	1256	101	12122	62953220.3898051	25
20240512 203219	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1012	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0701541143633379	0.500037135279875	622	100	12497	62225701.6491754	26
20240512 205225	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1168	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0201366879037824	0.506112094962476	1924	100	12427	62500229.3853073	27
20240512 205419	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	47	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.030585430620206	0.500227706337635	9	2000	12572	56125679.1604198	28
20240512 210714	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	710	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203068738484176	0.500548310017357	1353	102	12017	62554997.0014993	29
20240512 211613	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	180	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0690558166758569	0.62857069321616	1239	100	10203	61898706.1469265	30
20240512 212655	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	623	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211861365557314	0.500031685109072	1065	101	11577	62314577.2113943	31
20240512 215510	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1043	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0205898116494753	0.643661122693932	2048	104	11409	61386073.4632684	32
20240512 221649	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1621	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0205576978110323	0.500490806510879	1279	142	11644	62353097.4512744	33
